session_id,date,channel,device,country,landing_page,pages_viewed,session_duration_sec,bounce,product_view,pricing_view,signup_start,signup_complete,engaged,month
S04118,2026-02-02,Email,Mobile,India,/products,2,75.7,0,1,0,0,0,1,2026-02
S04119,2026-03-19,Organic Search,Desktop,United States,/blog,1,20.9,1,0,0,0,0,0,2026-03
S04120,2026-01-06,Direct,Desktop,India,/products,6,164.3,0,1,1,0,0,1,2026-01
S04121,2026-02-23,Referral,Desktop,India,/products,1,5.4,1,1,1,1,1,0,2026-02
S04122,2026-01-02,Social,Tablet,India,/products,1,11.8,1,1,1,1,0,0,2026-01
S04123,2026-03-27,Email,Desktop,India,/contact,1,10.0,1,0,0,0,0,0,2026-03
S04124,2026-02-27,Direct,Mobile,United States,/,5,153.4,0,0,0,0,0,1,2026-02
S04125,2026-03-17,Referral,Desktop,United States,/,3,97.4,0,1,0,0,0,1,2026-03
S04126,2026-02-11,Organic Search,Tablet,Australia,/features,1,20.4,1,1,0,0,0,0,2026-02
S04127,2026-01-03,Direct,Mobile,India,/,1,55.6,1,0,0,0,0,0,2026-01
S04128,2026-03-11,Direct,Desktop,United States,/products,1,8.2,1,1,1,0,0,0,2026-03
S04129,2026-03-29,Social,Mobile,Australia,/products,1,39.3,1,1,0,0,0,0,2026-03
S04130,2026-03-22,Email,Desktop,India,/blog,1,17.3,1,0,0,0,0,0,2026-03
S04131,2026-01-14,Social,Mobile,Canada,/products,2,134.2,0,1,1,1,0,1,2026-01
S04132,2026-02-26,Paid Search,Desktop,Australia,/features,1,37.3,1,1,0,0,0,0,2026-02
S04133,2026-01-11,Direct,Mobile,Canada,/blog,4,132.1,0,0,0,0,0,1,2026-01
S04134,2026-02-19,Direct,Desktop,United States,/pricing,1,8.1,1,1,0,0,0,0,2026-02
S04135,2026-02-05,Direct,Mobile,United Kingdom,/products,2,134.9,0,1,0,0,0,1,2026-02
S04136,2026-01-17,Organic Search,Desktop,India,/features,5,126.7,0,1,0,0,0,1,2026-01
S04137,2026-02-20,Direct,Mobile,United States,/features,1,22.9,1,1,1,0,0,0,2026-02
S04138,2026-02-20,Email,Desktop,Australia,/features,6,383.4,0,1,0,0,0,1,2026-02
S04139,2026-02-17,Paid Search,Mobile,India,/,1,8.9,1,0,0,0,0,0,2026-02
S04140,2026-02-15,Social,Mobile,United Kingdom,/blog,3,116.8,0,1,1,1,0,1,2026-02
S04141,2026-01-31,Direct,Mobile,India,/blog,2,98.1,0,1,0,0,0,1,2026-01
S04142,2026-02-24,Direct,Desktop,India,/contact,4,475.3,0,1,1,1,1,1,2026-02
S04143,2026-01-01,Organic Search,Mobile,United States,/products,5,201.3,0,1,0,0,0,1,2026-01
S04144,2026-02-14,Direct,Desktop,United Kingdom,/features,1,8.4,1,1,1,0,0,0,2026-02
S04145,2026-02-15,Direct,Mobile,United States,/blog,1,79.1,1,0,0,0,0,0,2026-02
S04146,2026-02-21,Organic Search,Desktop,Canada,/features,3,91.0,0,1,0,0,0,1,2026-02
S04147,2026-03-25,Organic Search,Mobile,India,/blog,1,8.0,1,0,0,0,0,0,2026-03
S04148,2026-03-09,Paid Search,Mobile,Australia,/features,2,97.8,0,1,0,0,0,1,2026-03
S04149,2026-03-11,Direct,Mobile,United States,/products,1,15.7,1,1,1,1,1,0,2026-03
S04150,2026-03-22,Direct,Mobile,United Kingdom,/,3,210.8,0,0,0,0,0,1,2026-03
S04151,2026-03-27,Organic Search,Mobile,India,/products,1,18.2,1,1,1,0,0,0,2026-03
S04152,2026-02-16,Direct,Mobile,India,/features,1,9.5,1,1,1,0,0,0,2026-02
S04153,2026-02-13,Direct,Mobile,Australia,/,5,191.9,0,1,0,0,0,1,2026-02
S04154,2026-03-19,Direct,Tablet,India,/blog,2,135.9,0,0,0,0,0,1,2026-03
S04155,2026-03-17,Paid Search,Mobile,India,/contact,1,30.5,1,0,0,0,0,0,2026-03
S04156,2026-02-23,Organic Search,Desktop,United Kingdom,/features,1,50.3,1,1,0,0,0,0,2026-02
S04157,2026-03-11,Email,Mobile,United Kingdom,/blog,2,183.0,0,0,0,0,0,1,2026-03
S04158,2026-02-01,Organic Search,Mobile,Canada,/features,1,11.1,1,1,0,0,0,0,2026-02
S04159,2026-01-19,Direct,Mobile,United Kingdom,/,9,450.5,0,1,1,1,1,1,2026-01
S04160,2026-02-03,Organic Search,Mobile,Australia,/pricing,9,167.2,0,1,0,0,0,1,2026-02
S04161,2026-03-02,Direct,Mobile,India,/pricing,1,29.5,1,1,0,0,0,0,2026-03
S04162,2026-03-10,Organic Search,Desktop,United States,/features,1,34.2,1,1,0,0,0,0,2026-03
S04163,2026-02-12,Email,Desktop,Canada,/products,1,7.8,1,1,0,0,0,0,2026-02
S04164,2026-02-13,Direct,Mobile,United States,/,1,28.3,1,0,0,0,0,0,2026-02
S04165,2026-03-17,Paid Search,Mobile,India,/blog,8,216.1,0,1,0,0,0,1,2026-03
S04166,2026-03-12,Organic Search,Mobile,India,/pricing,1,18.5,1,1,0,0,0,0,2026-03
S04167,2026-02-13,Organic Search,Desktop,United States,/features,5,216.2,0,1,0,0,0,1,2026-02
S04168,2026-02-21,Direct,Mobile,United Kingdom,/pricing,2,154.4,0,1,1,1,1,1,2026-02
S04169,2026-02-26,Direct,Mobile,United States,/features,1,60.7,1,1,1,1,1,0,2026-02
S04170,2026-01-04,Direct,Mobile,United Kingdom,/pricing,3,134.1,0,1,1,0,0,1,2026-01
S04171,2026-02-10,Referral,Mobile,Canada,/features,1,19.9,1,1,0,0,0,0,2026-02
S04172,2026-02-13,Paid Search,Desktop,India,/blog,1,8.1,1,0,0,0,0,0,2026-02
S04173,2026-03-27,Referral,Mobile,United States,/products,3,123.8,0,1,1,0,0,1,2026-03
S04174,2026-02-14,Organic Search,Mobile,United States,/products,1,28.0,1,1,1,1,0,0,2026-02
S04175,2026-01-01,Social,Desktop,India,/features,1,13.8,1,1,0,0,0,0,2026-01
S04176,2026-03-05,Direct,Tablet,India,/products,1,11.9,1,1,0,0,0,0,2026-03
S04177,2026-03-16,Paid Search,Mobile,United States,/blog,1,6.9,1,0,0,0,0,0,2026-03
S04178,2026-03-13,Referral,Mobile,United Kingdom,/,4,134.7,0,0,0,0,0,1,2026-03
S04179,2026-03-09,Paid Search,Desktop,India,/blog,3,182.1,0,0,0,0,0,1,2026-03
S04180,2026-01-11,Email,Mobile,India,/products,3,119.0,0,1,0,0,0,1,2026-01
S04181,2026-02-17,Social,Mobile,India,/blog,8,245.0,0,0,0,0,0,1,2026-02
S04182,2026-02-25,Organic Search,Mobile,Canada,/pricing,4,174.4,0,1,0,0,0,1,2026-02
S04183,2026-03-22,Paid Search,Mobile,United States,/products,1,40.9,1,1,0,0,0,0,2026-03
S04184,2026-03-04,Direct,Tablet,India,/pricing,7,376.7,0,1,1,0,0,1,2026-03
S04185,2026-02-22,Email,Desktop,Australia,/features,1,47.5,1,1,0,0,0,0,2026-02
S04186,2026-03-17,Social,Tablet,India,/blog,1,11.7,1,0,0,0,0,0,2026-03
S04187,2026-02-01,Organic Search,Desktop,India,/contact,3,282.0,0,1,1,0,0,1,2026-02
S04188,2026-02-14,Organic Search,Desktop,India,/features,4,130.8,0,1,1,0,0,1,2026-02
S04189,2026-03-21,Organic Search,Desktop,United Kingdom,/blog,3,76.5,0,0,0,0,0,1,2026-03
S04190,2026-01-04,Direct,Desktop,Canada,/pricing,1,8.9,1,1,1,0,0,0,2026-01
S04191,2026-03-09,Organic Search,Mobile,India,/contact,5,170.7,0,0,0,0,0,1,2026-03
S04192,2026-01-07,Social,Mobile,United Kingdom,/pricing,1,31.7,1,1,0,0,0,0,2026-01
S04193,2026-01-21,Direct,Mobile,United Kingdom,/products,4,131.5,0,1,0,0,0,1,2026-01
S04194,2026-02-08,Social,Mobile,Canada,/features,2,273.4,0,1,0,0,0,1,2026-02
S04195,2026-01-27,Organic Search,Mobile,Australia,/contact,1,22.4,1,0,0,0,0,0,2026-01
S04196,2026-03-07,Direct,Mobile,United Kingdom,/pricing,7,356.0,0,1,0,0,0,1,2026-03
S04197,2026-02-07,Organic Search,Mobile,India,/,2,171.8,0,0,0,0,0,1,2026-02
S04198,2026-03-27,Email,Mobile,India,/blog,2,196.9,0,0,0,0,0,1,2026-03
S04199,2026-03-04,Organic Search,Mobile,Australia,/blog,1,35.0,1,0,0,0,0,0,2026-03
S04200,2026-02-03,Organic Search,Mobile,United States,/products,1,9.3,1,1,0,0,0,0,2026-02
S04201,2026-01-09,Organic Search,Mobile,United States,/blog,2,122.6,0,0,0,0,0,1,2026-01
S04202,2026-02-27,Social,Tablet,Australia,/pricing,3,199.7,0,1,0,0,0,1,2026-02
S04203,2026-01-02,Organic Search,Mobile,Canada,/products,3,204.9,0,1,1,1,1,1,2026-01
S04204,2026-03-06,Paid Search,Mobile,United Kingdom,/blog,1,19.1,1,0,0,0,0,0,2026-03
S04205,2026-01-07,Social,Mobile,Canada,/products,1,9.6,1,1,0,0,0,0,2026-01
S04206,2026-01-07,Social,Desktop,India,/features,5,334.3,0,1,0,0,0,1,2026-01
S04207,2026-03-03,Organic Search,Desktop,United Kingdom,/,3,180.7,0,1,1,1,1,1,2026-03
S04208,2026-02-16,Organic Search,Mobile,Australia,/features,4,206.9,0,1,1,0,0,1,2026-02
S04209,2026-03-26,Direct,Mobile,India,/products,1,14.4,1,1,0,0,0,0,2026-03
S04210,2026-01-08,Organic Search,Desktop,India,/contact,1,24.6,1,0,0,0,0,0,2026-01
S04211,2026-01-28,Paid Search,Desktop,United Kingdom,/blog,3,183.7,0,0,0,0,0,1,2026-01
S04212,2026-02-12,Direct,Mobile,United States,/products,3,183.0,0,1,0,0,0,1,2026-02
S04213,2026-03-25,Direct,Mobile,India,/contact,1,12.7,1,0,0,0,0,0,2026-03
S04214,2026-03-20,Organic Search,Mobile,India,/pricing,1,15.2,1,1,0,0,0,0,2026-03
S04215,2026-03-29,Paid Search,Mobile,India,/pricing,2,159.4,0,1,1,1,0,1,2026-03
S04216,2026-03-13,Organic Search,Desktop,India,/features,1,32.1,1,1,1,0,0,0,2026-03
S04217,2026-02-08,Paid Search,Tablet,Canada,/features,1,8.9,1,1,0,0,0,0,2026-02
S04218,2026-03-03,Organic Search,Tablet,United States,/blog,6,138.7,0,0,0,0,0,1,2026-03
S04219,2026-03-03,Referral,Desktop,United Kingdom,/contact,1,23.7,1,0,0,0,0,0,2026-03
S04220,2026-03-23,Paid Search,Mobile,India,/products,5,122.0,0,1,0,0,0,1,2026-03
S04221,2026-01-04,Organic Search,Tablet,India,/products,1,6.6,1,1,0,0,0,0,2026-01
S04222,2026-01-28,Organic Search,Mobile,India,/,3,244.0,0,1,1,1,1,1,2026-01
S04223,2026-01-30,Direct,Mobile,Canada,/products,4,141.0,0,1,1,1,1,1,2026-01
S04224,2026-02-10,Organic Search,Desktop,Australia,/blog,7,122.8,0,0,0,0,0,1,2026-02
S04225,2026-03-08,Organic Search,Mobile,India,/products,2,241.6,0,1,0,0,0,1,2026-03
S04226,2026-01-26,Email,Desktop,Australia,/pricing,4,121.0,0,1,0,0,0,1,2026-01
S04227,2026-01-30,Paid Search,Tablet,India,/,1,17.5,1,0,0,0,0,0,2026-01
S04228,2026-01-31,Organic Search,Desktop,India,/products,3,240.5,0,1,0,0,0,1,2026-01
S04229,2026-02-15,Direct,Desktop,United Kingdom,/blog,1,23.4,1,0,0,0,0,0,2026-02
S04230,2026-03-01,Organic Search,Mobile,India,/,3,86.3,0,1,1,0,0,1,2026-03
S04231,2026-01-31,Referral,Mobile,Australia,/blog,1,9.9,1,0,0,0,0,0,2026-01
S04232,2026-03-02,Organic Search,Desktop,India,/blog,1,10.4,1,0,0,0,0,0,2026-03
S04233,2026-03-03,Social,Desktop,United Kingdom,/pricing,4,116.1,0,1,0,0,0,1,2026-03
S04234,2026-01-12,Social,Desktop,India,/features,5,215.0,0,1,0,0,0,1,2026-01
S04235,2026-01-01,Organic Search,Mobile,India,/contact,1,8.8,1,0,0,0,0,0,2026-01
S04236,2026-03-18,Organic Search,Mobile,India,/,1,9.7,1,0,0,0,0,0,2026-03
S04237,2026-03-11,Direct,Mobile,Australia,/blog,4,180.2,0,1,1,0,0,1,2026-03
S04238,2026-01-23,Email,Desktop,United States,/products,4,137.8,0,1,1,0,0,1,2026-01
S04239,2026-02-10,Direct,Desktop,United States,/products,4,125.7,0,1,1,1,1,1,2026-02
S04240,2026-01-22,Paid Search,Tablet,India,/blog,1,10.8,1,0,0,0,0,0,2026-01
S04241,2026-01-01,Social,Mobile,India,/blog,10,364.1,0,0,0,0,0,1,2026-01
S04242,2026-02-01,Social,Mobile,India,/features,1,55.5,1,1,0,0,0,0,2026-02
S04243,2026-01-21,Direct,Mobile,United Kingdom,/blog,1,12.8,1,0,0,0,0,0,2026-01
S04244,2026-02-04,Direct,Mobile,India,/features,1,31.7,1,1,1,0,0,0,2026-02
S04245,2026-03-31,Paid Search,Mobile,India,/blog,1,21.1,1,0,0,0,0,0,2026-03
S04246,2026-03-01,Organic Search,Desktop,United States,/,4,197.2,0,0,0,0,0,1,2026-03
S04247,2026-02-16,Email,Mobile,United States,/,2,131.7,0,1,1,0,0,1,2026-02
S04248,2026-03-04,Organic Search,Mobile,India,/pricing,3,140.0,0,1,0,0,0,1,2026-03
S04249,2026-02-14,Organic Search,Desktop,India,/blog,6,342.8,0,0,0,0,0,1,2026-02
S04250,2026-03-03,Social,Desktop,India,/,1,8.3,1,0,0,0,0,0,2026-03
S04251,2026-02-16,Direct,Mobile,United Kingdom,/products,5,181.4,0,1,0,0,0,1,2026-02
S04252,2026-02-18,Organic Search,Mobile,India,/products,8,193.2,0,1,1,1,1,1,2026-02
S04253,2026-03-26,Organic Search,Desktop,United States,/pricing,5,241.6,0,1,1,0,0,1,2026-03
S04254,2026-01-22,Direct,Desktop,India,/products,3,443.2,0,1,1,1,0,1,2026-01
S04255,2026-03-07,Email,Desktop,Australia,/products,5,128.9,0,1,0,0,0,1,2026-03
S04256,2026-01-23,Organic Search,Mobile,Australia,/,6,197.2,0,1,0,0,0,1,2026-01
S04257,2026-01-12,Organic Search,Mobile,India,/products,1,74.6,1,1,0,0,0,0,2026-01
S04258,2026-03-27,Direct,Desktop,India,/pricing,3,246.5,0,1,1,0,0,1,2026-03
S04259,2026-03-08,Referral,Mobile,India,/contact,1,13.0,1,0,0,0,0,0,2026-03
S04260,2026-01-16,Organic Search,Mobile,Canada,/products,1,3.0,1,1,1,0,0,0,2026-01
S04261,2026-03-21,Referral,Tablet,United States,/pricing,2,163.5,0,1,0,0,0,1,2026-03
S04262,2026-02-10,Email,Mobile,United States,/pricing,5,186.5,0,1,1,0,0,1,2026-02
S04263,2026-02-01,Organic Search,Desktop,India,/blog,2,118.6,0,0,0,0,0,1,2026-02
S04264,2026-03-15,Social,Desktop,India,/products,1,12.6,1,1,1,0,0,0,2026-03
S04265,2026-02-24,Paid Search,Mobile,United States,/,3,125.0,0,0,0,0,0,1,2026-02
S04266,2026-02-17,Direct,Desktop,United States,/contact,3,187.3,0,1,0,0,0,1,2026-02
S04267,2026-02-14,Direct,Mobile,Canada,/contact,2,91.1,0,0,0,0,0,1,2026-02
S04268,2026-03-28,Social,Desktop,Canada,/pricing,5,417.7,0,1,1,0,0,1,2026-03
S04269,2026-02-02,Social,Desktop,United States,/pricing,1,14.4,1,1,1,1,0,0,2026-02
S04270,2026-03-29,Social,Desktop,United States,/,8,202.9,0,0,0,0,0,1,2026-03
S04271,2026-02-13,Referral,Mobile,Australia,/,4,146.5,0,1,1,1,1,1,2026-02
S04272,2026-03-17,Direct,Desktop,United Kingdom,/,1,21.8,1,0,0,0,0,0,2026-03
S04273,2026-01-05,Social,Desktop,Canada,/blog,1,24.3,1,0,0,0,0,0,2026-01
S04274,2026-02-06,Email,Desktop,Australia,/products,4,102.6,0,1,1,1,0,1,2026-02
S04275,2026-02-12,Organic Search,Desktop,India,/products,6,295.4,0,1,1,1,1,1,2026-02
S04276,2026-03-18,Organic Search,Mobile,United States,/,4,142.5,0,1,0,0,0,1,2026-03
S04277,2026-01-14,Direct,Desktop,United States,/,4,360.1,0,1,0,0,0,1,2026-01
S04278,2026-03-04,Email,Mobile,India,/products,3,181.6,0,1,0,0,0,1,2026-03
S04279,2026-03-24,Organic Search,Mobile,United States,/pricing,4,138.5,0,1,1,0,0,1,2026-03
S04280,2026-03-21,Paid Search,Desktop,India,/pricing,1,20.1,1,1,0,0,0,0,2026-03
S04281,2026-02-12,Organic Search,Desktop,India,/pricing,1,29.8,1,1,0,0,0,0,2026-02
S04282,2026-01-23,Direct,Tablet,India,/pricing,1,30.7,1,1,1,0,0,0,2026-01
S04283,2026-03-17,Paid Search,Mobile,United Kingdom,/blog,5,210.1,0,1,0,0,0,1,2026-03
S04284,2026-01-09,Organic Search,Mobile,United States,/products,1,78.4,1,1,1,0,0,0,2026-01
S04285,2026-03-22,Email,Mobile,United States,/products,1,24.1,1,1,0,0,0,0,2026-03
S04286,2026-02-19,Organic Search,Mobile,India,/features,1,4.4,1,1,1,1,1,0,2026-02
S04287,2026-01-20,Email,Desktop,United States,/blog,1,5.5,1,0,0,0,0,0,2026-01
S04288,2026-02-11,Organic Search,Mobile,India,/pricing,5,121.8,0,1,1,0,0,1,2026-02
S04289,2026-01-22,Referral,Mobile,India,/products,5,181.5,0,1,0,0,0,1,2026-01
S04290,2026-02-22,Paid Search,Mobile,India,/,1,46.4,1,0,0,0,0,0,2026-02
S04291,2026-01-24,Organic Search,Mobile,Canada,/,4,85.8,0,1,0,0,0,1,2026-01
S04292,2026-03-20,Organic Search,Desktop,India,/features,1,7.1,1,1,1,1,0,0,2026-03
S04293,2026-03-22,Organic Search,Desktop,United States,/blog,1,25.2,1,0,0,0,0,0,2026-03
S04294,2026-03-17,Paid Search,Mobile,Canada,/,1,30.1,1,0,0,0,0,0,2026-03
S04295,2026-02-13,Social,Mobile,India,/,1,14.5,1,0,0,0,0,0,2026-02
S04296,2026-01-07,Direct,Mobile,Canada,/products,4,278.7,0,1,1,1,1,1,2026-01
S04297,2026-01-07,Direct,Mobile,India,/products,2,116.3,0,1,0,0,0,1,2026-01
S04298,2026-01-14,Paid Search,Desktop,India,/pricing,4,85.7,0,1,0,0,0,1,2026-01
S04299,2026-01-20,Direct,Desktop,India,/products,1,6.4,1,1,0,0,0,0,2026-01
S04300,2026-03-03,Paid Search,Mobile,United States,/features,7,217.2,0,1,0,0,0,1,2026-03
S04301,2026-01-17,Direct,Desktop,Australia,/blog,2,202.5,0,0,0,0,0,1,2026-01
S04302,2026-02-18,Paid Search,Mobile,United States,/features,1,20.3,1,1,1,1,0,0,2026-02
S04303,2026-03-18,Referral,Mobile,United States,/features,1,36.2,1,1,1,0,0,0,2026-03
S04304,2026-01-16,Direct,Mobile,India,/contact,1,17.0,1,0,0,0,0,0,2026-01
S04305,2026-02-02,Organic Search,Mobile,Australia,/contact,1,10.1,1,0,0,0,0,0,2026-02
S04306,2026-01-03,Organic Search,Mobile,India,/products,1,12.5,1,1,1,0,0,0,2026-01
S04307,2026-03-19,Direct,Desktop,India,/products,5,381.5,0,1,0,0,0,1,2026-03
S04308,2026-01-27,Direct,Desktop,Australia,/,2,237.3,0,0,0,0,0,1,2026-01
S04309,2026-02-10,Referral,Mobile,India,/blog,3,137.6,0,0,0,0,0,1,2026-02
S04310,2026-01-23,Paid Search,Desktop,India,/blog,4,384.7,0,0,0,0,0,1,2026-01
S04311,2026-03-14,Direct,Mobile,India,/,5,298.7,0,1,1,1,1,1,2026-03
S04312,2026-01-11,Social,Mobile,India,/features,4,173.1,0,1,1,0,0,1,2026-01
S04313,2026-03-25,Organic Search,Mobile,United Kingdom,/features,1,3.7,1,1,0,0,0,0,2026-03
S04314,2026-03-30,Social,Mobile,India,/blog,1,27.9,1,0,0,0,0,0,2026-03
S04315,2026-03-31,Organic Search,Mobile,Australia,/pricing,4,107.2,0,1,1,1,1,1,2026-03
S04316,2026-03-25,Paid Search,Desktop,India,/,2,125.5,0,1,1,0,0,1,2026-03
S04317,2026-01-01,Referral,Desktop,United States,/pricing,2,73.7,0,1,0,0,0,1,2026-01
S04318,2026-01-16,Social,Mobile,United States,/,1,13.4,1,0,0,0,0,0,2026-01
S04319,2026-01-21,Email,Desktop,United States,/blog,4,173.2,0,1,1,1,1,1,2026-01
S04320,2026-03-02,Direct,Mobile,United States,/products,1,47.1,1,1,1,0,0,0,2026-03
S04321,2026-02-23,Social,Desktop,United States,/products,1,29.6,1,1,1,0,0,0,2026-02
S04322,2026-03-11,Direct,Mobile,United States,/pricing,2,167.7,0,1,0,0,0,1,2026-03
S04323,2026-02-28,Paid Search,Mobile,Canada,/pricing,4,145.6,0,1,0,0,0,1,2026-02
S04324,2026-02-15,Organic Search,Desktop,India,/products,1,15.4,1,1,1,1,1,0,2026-02
S04325,2026-03-22,Organic Search,Mobile,India,/contact,1,49.1,1,0,0,0,0,0,2026-03
S04326,2026-02-15,Direct,Mobile,United States,/,5,291.1,0,1,1,1,1,1,2026-02
S04327,2026-02-12,Organic Search,Mobile,India,/features,1,19.8,1,1,1,1,1,0,2026-02
S04328,2026-01-26,Social,Mobile,India,/,2,98.2,0,1,1,0,0,1,2026-01
S04329,2026-03-21,Email,Mobile,Australia,/products,2,134.9,0,1,0,0,0,1,2026-03
S04330,2026-03-05,Referral,Desktop,India,/contact,6,259.3,0,0,0,0,0,1,2026-03
S04331,2026-03-05,Organic Search,Desktop,India,/blog,1,14.9,1,0,0,0,0,0,2026-03
S04332,2026-01-01,Referral,Mobile,United States,/blog,5,168.4,0,0,0,0,0,1,2026-01
S04333,2026-01-01,Organic Search,Mobile,India,/blog,3,107.2,0,0,0,0,0,1,2026-01
S04334,2026-02-18,Direct,Desktop,India,/products,1,26.1,1,1,0,0,0,0,2026-02
S04335,2026-02-25,Email,Desktop,India,/features,4,300.0,0,1,0,0,0,1,2026-02
S04336,2026-02-06,Organic Search,Desktop,India,/,4,185.1,0,0,0,0,0,1,2026-02
S04337,2026-03-09,Organic Search,Mobile,India,/features,1,9.6,1,1,0,0,0,0,2026-03
S04338,2026-03-17,Organic Search,Mobile,Canada,/contact,3,139.7,0,1,1,0,0,1,2026-03
S04339,2026-02-13,Direct,Mobile,India,/features,4,189.2,0,1,1,0,0,1,2026-02
S04340,2026-03-18,Social,Mobile,India,/blog,1,15.0,1,0,0,0,0,0,2026-03
S04341,2026-01-24,Organic Search,Mobile,United States,/blog,6,142.7,0,0,0,0,0,1,2026-01
S04342,2026-02-21,Organic Search,Mobile,India,/pricing,1,27.7,1,1,1,0,0,0,2026-02
S04343,2026-01-25,Paid Search,Desktop,India,/products,3,139.3,0,1,0,0,0,1,2026-01
S04344,2026-01-27,Organic Search,Mobile,India,/features,5,168.6,0,1,1,0,0,1,2026-01
S04345,2026-03-02,Social,Desktop,India,/blog,1,26.3,1,0,0,0,0,0,2026-03
S04346,2026-02-23,Referral,Mobile,India,/pricing,4,555.2,0,1,0,0,0,1,2026-02
S04347,2026-02-13,Social,Mobile,India,/features,1,16.8,1,1,1,0,0,0,2026-02
S04348,2026-02-22,Email,Desktop,Canada,/,2,88.8,0,1,0,0,0,1,2026-02
S04349,2026-02-11,Direct,Desktop,Australia,/features,1,28.0,1,1,0,0,0,0,2026-02
S04350,2026-02-20,Social,Mobile,Canada,/features,1,79.0,1,1,1,0,0,0,2026-02
S04351,2026-02-28,Organic Search,Desktop,India,/products,2,252.2,0,1,0,0,0,1,2026-02
S04352,2026-02-12,Organic Search,Mobile,United Kingdom,/,1,30.7,1,0,0,0,0,0,2026-02
S04353,2026-03-07,Paid Search,Mobile,United States,/blog,1,49.9,1,0,0,0,0,0,2026-03
S04354,2026-01-14,Organic Search,Desktop,India,/products,2,98.1,0,1,0,0,0,1,2026-01
S04355,2026-02-21,Email,Desktop,Australia,/contact,6,143.9,0,0,0,0,0,1,2026-02
S04356,2026-02-21,Paid Search,Mobile,United Kingdom,/,1,19.3,1,0,0,0,0,0,2026-02
S04357,2026-01-17,Referral,Tablet,India,/products,5,165.9,0,1,0,0,0,1,2026-01
S04358,2026-02-03,Organic Search,Desktop,Australia,/,3,240.4,0,1,0,0,0,1,2026-02
S04359,2026-03-27,Direct,Desktop,India,/features,10,366.3,0,1,0,0,0,1,2026-03
S04360,2026-02-14,Social,Mobile,India,/pricing,1,3.0,1,1,1,0,0,0,2026-02
S04361,2026-03-08,Organic Search,Mobile,India,/features,6,199.7,0,1,1,0,0,1,2026-03
S04362,2026-03-10,Direct,Mobile,India,/contact,2,291.8,0,0,0,0,0,1,2026-03
S04363,2026-01-24,Paid Search,Desktop,Australia,/blog,4,193.2,0,1,1,1,1,1,2026-01
S04364,2026-02-26,Referral,Mobile,United States,/products,1,18.5,1,1,0,0,0,0,2026-02
S04365,2026-02-01,Social,Desktop,India,/,1,11.9,1,0,0,0,0,0,2026-02
S04366,2026-03-19,Organic Search,Mobile,United Kingdom,/features,1,25.0,1,1,0,0,0,0,2026-03
S04367,2026-03-31,Direct,Desktop,Canada,/products,1,11.2,1,1,1,0,0,0,2026-03
S04368,2026-01-28,Paid Search,Desktop,Australia,/features,5,373.0,0,1,1,0,0,1,2026-01
S04369,2026-01-28,Organic Search,Desktop,Australia,/features,4,133.7,0,1,1,0,0,1,2026-01
S04370,2026-02-03,Direct,Desktop,Australia,/blog,2,69.2,0,1,1,0,0,1,2026-02
S04371,2026-03-05,Organic Search,Desktop,United States,/blog,1,76.3,1,0,0,0,0,0,2026-03
S04372,2026-02-03,Organic Search,Mobile,India,/contact,1,13.5,1,0,0,0,0,0,2026-02
S04373,2026-02-07,Direct,Desktop,Australia,/blog,1,17.3,1,0,0,0,0,0,2026-02
S04374,2026-01-11,Organic Search,Tablet,India,/blog,1,45.4,1,0,0,0,0,0,2026-01
S04375,2026-02-10,Paid Search,Mobile,India,/pricing,2,161.1,0,1,0,0,0,1,2026-02
S04376,2026-01-13,Organic Search,Mobile,India,/pricing,1,9.4,1,1,0,0,0,0,2026-01
S04377,2026-03-03,Social,Tablet,India,/products,1,9.5,1,1,1,0,0,0,2026-03
S04378,2026-03-19,Organic Search,Mobile,United States,/contact,5,207.4,0,1,0,0,0,1,2026-03
S04379,2026-01-17,Email,Mobile,Australia,/blog,1,60.1,1,0,0,0,0,0,2026-01
S04380,2026-03-25,Organic Search,Mobile,India,/features,1,3.0,1,1,0,0,0,0,2026-03
S04381,2026-03-24,Direct,Mobile,United States,/,4,223.2,0,1,0,0,0,1,2026-03
S04382,2026-01-13,Direct,Mobile,India,/features,1,13.9,1,1,0,0,0,0,2026-01
S04383,2026-02-08,Organic Search,Mobile,United States,/products,2,136.5,0,1,1,1,1,1,2026-02
S04384,2026-01-07,Direct,Desktop,India,/blog,2,212.1,0,1,1,1,0,1,2026-01
S04385,2026-01-22,Email,Mobile,India,/,5,203.6,0,1,0,0,0,1,2026-01
S04386,2026-01-25,Email,Mobile,United States,/features,1,23.5,1,1,0,0,0,0,2026-01
S04387,2026-01-09,Organic Search,Desktop,United States,/blog,1,10.8,1,0,0,0,0,0,2026-01
S04388,2026-03-14,Organic Search,Desktop,India,/pricing,2,132.7,0,1,1,0,0,1,2026-03
S04389,2026-03-14,Social,Mobile,India,/products,1,91.3,1,1,1,0,0,0,2026-03
S04390,2026-03-05,Paid Search,Mobile,India,/products,1,24.2,1,1,1,0,0,0,2026-03
S04391,2026-03-13,Organic Search,Desktop,United States,/products,1,3.0,1,1,1,0,0,0,2026-03
S04392,2026-03-30,Social,Desktop,India,/,1,9.4,1,0,0,0,0,0,2026-03
S04393,2026-01-05,Direct,Mobile,India,/pricing,1,12.7,1,1,1,0,0,0,2026-01
S04394,2026-03-31,Paid Search,Mobile,Canada,/pricing,6,210.2,0,1,0,0,0,1,2026-03
